sample_id,split,review_id,string_id,string_name,aspect,label_text,label_id,mention_flag,sentiment_id,needs_manual_review,review_text,rating_label,has_tension_mention,has_price_mention,extracted_tension,likes_count,review_date,source_url
R0389_control,train,R0389,S028,L64,control,not_mentioned,0,0,,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0389_tension_retention,train,R0389,S028,L64,tension_retention,not_mentioned,0,0,,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0389_string_movement,train,R0389,S028,L64,string_movement,negative,3,1,-1.0,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0389_attack,train,R0389,S028,L64,attack,not_mentioned,0,0,,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0389_sound,train,R0389,S028,L64,sound,not_mentioned,0,0,,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0389_comfort,train,R0389,S028,L64,comfort,not_mentioned,0,0,,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0389_value_for_money,train,R0389,S028,L64,value_for_money,positive,2,1,1.0,0,"很**的线，图便宜在pdd上买了一根，穿好后真的大失所望，谁见过杀一拍球连横线都跑的呢。
跑线极其严重，弹性还凑合。

亮点 弹性勉强算
不足 跑线太严重还不好理线，这线给我我都不要",较差,no,yes,,3,2025-7-10,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1463101
R0390_elasticity,test,R0390,S028,L64,elasticity,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_durability,test,R0390,S028,L64,durability,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_control,test,R0390,S028,L64,control,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_tension_retention,test,R0390,S028,L64,tension_retention,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_string_movement,test,R0390,S028,L64,string_movement,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_attack,test,R0390,S028,L64,attack,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_sound,test,R0390,S028,L64,sound,mentioned,1,1,,1,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_comfort,test,R0390,S028,L64,comfort,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0390_value_for_money,test,R0390,S028,L64,value_for_money,not_mentioned,0,0,,0,很难说 声音很沉 没有像别人说的金属颤音 2628 在细线里面算很硬的 仅次于z61那种硬 但不算弹 爆发也没有什么,还行,no,no,,1,2025-6-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1432536
R0391_elasticity,test,R0391,S028,L64,elasticity,positive,2,1,1.0,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_durability,test,R0391,S028,L64,durability,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_control,test,R0391,S028,L64,control,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_tension_retention,test,R0391,S028,L64,tension_retention,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_string_movement,test,R0391,S028,L64,string_movement,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_attack,test,R0391,S028,L64,attack,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_sound,test,R0391,S028,L64,sound,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_comfort,test,R0391,S028,L64,comfort,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0391_value_for_money,test,R0391,S028,L64,value_for_money,not_mentioned,0,0,,0,"还行吧，作为一个高反还可以，就是打击感有点模糊，作为国产线感觉一般
弹性好",推荐,no,no,,1,2024-10-3,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1108391
R0392_elasticity,train,R0392,S028,L64,elasticity,positive,2,1,1.0,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_durability,train,R0392,S028,L64,durability,not_mentioned,0,0,,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_control,train,R0392,S028,L64,control,mentioned,1,1,,1,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_tension_retention,train,R0392,S028,L64,tension_retention,not_mentioned,0,0,,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_string_movement,train,R0392,S028,L64,string_movement,not_mentioned,0,0,,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_attack,train,R0392,S028,L64,attack,mentioned,1,1,,1,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_sound,train,R0392,S028,L64,sound,not_mentioned,0,0,,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_comfort,train,R0392,S028,L64,comfort,not_mentioned,0,0,,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0392_value_for_money,train,R0392,S028,L64,value_for_money,positive,2,1,1.0,0,"和胜利的老68非常之像，感觉像古人回归，甚至可以当做abbt的平替，真的特别特别好打，28到30磅之间 金属音十足，还有泛音，真的特别特别好打进攻和控球都不错，唯一的缺点是搓球时给予的摩擦力差点意思，需要加点手法！
弹性好 性价比高
 

亮点 和胜利老68非常像，上高磅后金属音和泛音十足，不输bg80和abbt
不足 网前搓球给予的摩擦力差点意思，稍微吃点手法",真香,yes,yes,30,1,2025-6-7,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1424525
R0393_elasticity,train,R0393,S028,L64,elasticity,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_durability,train,R0393,S028,L64,durability,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_control,train,R0393,S028,L64,control,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_tension_retention,train,R0393,S028,L64,tension_retention,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_string_movement,train,R0393,S028,L64,string_movement,negative,3,1,-1.0,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_attack,train,R0393,S028,L64,attack,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_sound,train,R0393,S028,L64,sound,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_comfort,train,R0393,S028,L64,comfort,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0393_value_for_money,train,R0393,S028,L64,value_for_money,not_mentioned,0,0,,0,国产的线，细，跑线有点严重,真香,no,no,,0,2026-1-8,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=19563&cid=1609492
R0394_elasticity,train,R0394,S029,BAG-9831,elasticity,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_durability,train,R0394,S029,BAG-9831,durability,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_control,train,R0394,S029,BAG-9831,control,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_tension_retention,train,R0394,S029,BAG-9831,tension_retention,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_string_movement,train,R0394,S029,BAG-9831,string_movement,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_attack,train,R0394,S029,BAG-9831,attack,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_sound,train,R0394,S029,BAG-9831,sound,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_comfort,train,R0394,S029,BAG-9831,comfort,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0394_value_for_money,train,R0394,S029,BAG-9831,value_for_money,not_mentioned,0,0,,0,"个人很喜欢，容量足够装下9支拍子
功能强大 收纳方便 颜值包包

亮点 颜色鲜艳独特
不足 无",真香,no,no,,3,2021-7-15,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=105761
R0395_elasticity,train,R0395,S029,BAG-9831,elasticity,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_durability,train,R0395,S029,BAG-9831,durability,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_control,train,R0395,S029,BAG-9831,control,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_tension_retention,train,R0395,S029,BAG-9831,tension_retention,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_string_movement,train,R0395,S029,BAG-9831,string_movement,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_attack,train,R0395,S029,BAG-9831,attack,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_sound,train,R0395,S029,BAG-9831,sound,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_comfort,train,R0395,S029,BAG-9831,comfort,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0395_value_for_money,train,R0395,S029,BAG-9831,value_for_money,not_mentioned,0,0,,0,非常的好看 空间也很大,真香,no,no,,3,2019-9-12,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=12342
R0396_elasticity,train,R0396,S029,BAG-9831,elasticity,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_durability,train,R0396,S029,BAG-9831,durability,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_control,train,R0396,S029,BAG-9831,control,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_tension_retention,train,R0396,S029,BAG-9831,tension_retention,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_string_movement,train,R0396,S029,BAG-9831,string_movement,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_attack,train,R0396,S029,BAG-9831,attack,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_sound,train,R0396,S029,BAG-9831,sound,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_comfort,train,R0396,S029,BAG-9831,comfort,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0396_value_for_money,train,R0396,S029,BAG-9831,value_for_money,not_mentioned,0,0,,0,"包很大，很能装，也很挺，不容易变形

亮点 好看，容量大
不足 没有单独的鞋仓。",真香,no,no,,2,2019-12-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=16303
R0397_elasticity,test,R0397,S029,BAG-9831,elasticity,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_durability,test,R0397,S029,BAG-9831,durability,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_control,test,R0397,S029,BAG-9831,control,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_tension_retention,test,R0397,S029,BAG-9831,tension_retention,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_string_movement,test,R0397,S029,BAG-9831,string_movement,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_attack,test,R0397,S029,BAG-9831,attack,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_sound,test,R0397,S029,BAG-9831,sound,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_comfort,test,R0397,S029,BAG-9831,comfort,not_mentioned,0,0,,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0397_value_for_money,test,R0397,S029,BAG-9831,value_for_money,positive,2,1,1.0,0,"很好看，颜值在线，拿出去收纳不错，就是买大了。
功能强大 收纳方便 颜值包包 性价比高 容量大 做工质量好
 

亮点 颜值不错
不足 无",真香,no,yes,,1,2022-10-31,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=407464
R0398_elasticity,train,R0398,S029,BAG-9831,elasticity,not_mentioned,0,0,,0,"——————
功能强大 收纳方便 容量大",真香,no,no,,1,2021-6-22,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=99294
R0398_durability,train,R0398,S029,BAG-9831,durability,not_mentioned,0,0,,0,"——————
功能强大 收纳方便 容量大",真香,no,no,,1,2021-6-22,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=99294
R0398_control,train,R0398,S029,BAG-9831,control,not_mentioned,0,0,,0,"——————
功能强大 收纳方便 容量大",真香,no,no,,1,2021-6-22,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=99294
R0398_tension_retention,train,R0398,S029,BAG-9831,tension_retention,not_mentioned,0,0,,0,"——————
功能强大 收纳方便 容量大",真香,no,no,,1,2021-6-22,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=99294
R0398_string_movement,train,R0398,S029,BAG-9831,string_movement,not_mentioned,0,0,,0,"——————
功能强大 收纳方便 容量大",真香,no,no,,1,2021-6-22,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=99294
R0398_attack,train,R0398,S029,BAG-9831,attack,not_mentioned,0,0,,0,"——————
功能强大 收纳方便 容量大",真香,no,no,,1,2021-6-22,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=7016&cid=99294
